,scalerank,natscale,labelrank,featurecla,name,namepar,namealt,nameascii,adm0cap,capalt,capin,worldcity,megacity,sov0name,sov_a3,adm0name,adm0_a3,adm1name,iso_a2,note,latitude,longitude,pop_max,pop_min,pop_other,rank_max,rank_min,meganame,ls_name,min_zoom,ne_id,geometry
0,10,1,8.0,Admin-1 capital,Colonia del Sacramento,,,Colonia del Sacramento,0,0,,0,0,Uruguay,URY,Uruguay,URY,Colonia,UY,,-34.479999,-57.840003,21714,21714,0.0,7,7,,,9.0,1159112629,POINT (-57.836116004496425 -34.469787716602944)
1,10,1,8.0,Admin-1 capital,Trinidad,,,Trinidad,0,0,,0,0,Uruguay,URY,Uruguay,URY,Flores,UY,,-33.543999,-56.900997,21093,21093,0.0,7,7,,,9.0,1159112647,POINT (-56.9009966 -33.5439989)
2,10,1,8.0,Admin-1 capital,Fray Bentos,,,Fray Bentos,0,0,,0,0,Uruguay,URY,Uruguay,URY,Río Negro,UY,,-33.138999,-58.303998,23279,23279,0.0,7,7,,,9.0,1159112663,POINT (-58.3039975 -33.138999)
3,10,1,8.0,Admin-1 capital,Canelones,,,Canelones,0,0,,0,0,Uruguay,URY,Uruguay,URY,Canelones,UY,,-34.538004,-56.284002,19698,19698,0.0,6,6,,,9.0,1159112679,POINT (-56.2840015 -34.538004)
4,10,1,8.0,Admin-1 capital,Florida,,,Florida,0,0,,0,0,Uruguay,URY,Uruguay,URY,Florida,UY,,-34.099002,-56.214998,32234,32234,0.0,7,7,,,7.0,1159112703,POINT (-56.2149984 -34.099002)
5,10,1,8.0,Admin-1 capital,Bassar,,,Bassar,0,0,,0,0,Togo,TGO,Togo,TGO,Kara,TG,,9.261,0.789004,61845,61845,0.0,8,8,,,9.0,1159112719,POINT (0.7890036 9.2610001)
6,10,1,8.0,Admin-1 capital,Sotouboua,,,Sotouboua,0,0,,0,0,Togo,TGO,Togo,TGO,Centre,TG,,8.557002,0.984997,21054,21054,0.0,7,7,,,7.0,1159112735,POINT (0.9849965 8.5570021)
7,10,1,7.0,Admin-1 capital,Medenine,,,Medenine,0,0,,0,0,Tunisia,TUN,Tunisia,TUN,MUdenine,TN,,33.399999,10.4167,61705,61705,0.0,8,8,,,6.1,1159112749,POINT (10.4166996 33.399999)
8,10,1,7.0,Admin-1 capital,Kebili,,,Kebili,0,0,,0,0,Tunisia,TUN,Tunisia,TUN,Kebili,TN,,33.689997,8.971003,19875,19875,0.0,6,6,,,9.0,1159112765,POINT (8.9710025 33.689997)
9,10,1,7.0,Admin-1 capital,Tataouine,,,Tataouine,0,0,,0,0,Tunisia,TUN,Tunisia,TUN,Tataouine,TN,,33.000003,10.466704,62577,62577,0.0,8,8,,,9.0,1159112779,POINT (10.4667036 33.0000032)
10,10,1,7.0,Admin-1 capital,L'Ariana,,,L'Ariana,0,0,,0,0,Tunisia,TUN,Tunisia,TUN,Manubah,TN,,36.866673,10.199998,97687,97687,0.0,8,8,,,8.0,1159112795,POINT (10.1999975 36.8666732)
11,10,1,7.0,Admin-1 capital,Jendouba,,,Jendouba,0,0,,0,0,Tunisia,TUN,Tunisia,TUN,Jendouba,TN,,36.500004,8.749999,51408,51408,0.0,8,8,,,9.0,1159112811,POINT (8.7499986 36.5000041)
12,10,1,7.0,Admin-1 capital,Kasserine,,,Kasserine,0,0,,0,0,Tunisia,TUN,Tunisia,TUN,Kasssrine,TN,,35.216703,8.716699,76243,76243,0.0,8,8,,,9.0,1159112827,POINT (8.7166985 35.2167031)
13,10,1,7.0,Admin-1 capital,Sdid Bouzid,,,Sdid Bouzid,0,0,,0,0,Tunisia,TUN,Tunisia,TUN,Sidi Bou Zid,TN,,35.016696,9.500005,42098,42098,0.0,7,7,,,7.0,1159112843,POINT (9.5000045 35.0166961)
14,10,1,7.0,Admin-1 capital,Siliana,,,Siliana,0,0,,0,0,Tunisia,TUN,Tunisia,TUN,Siliana,TN,,36.083304,9.383302,26960,26960,0.0,7,7,,,9.0,1159112859,POINT (9.3833016 36.0833041)
15,10,1,7.0,Admin-1 capital,Mahdia,,,Mahdia,0,0,,0,0,Tunisia,TUN,Tunisia,TUN,Mahdia,TN,,35.483913,11.040877,45977,45977,0.0,7,7,,,8.0,1159112873,POINT (11.0408766 35.483913)
16,10,1,7.0,Admin-1 capital,Monastir,,,Monastir,0,0,,0,0,Tunisia,TUN,Tunisia,TUN,Monastir,TN,,35.730702,10.767295,71546,41400,0.0,8,7,,,7.0,1159112893,POINT (10.7672946 35.7307021)
17,10,1,7.0,Admin-1 capital,Zaghouan,,,Zaghouan,0,0,,0,0,Tunisia,TUN,Tunisia,TUN,Zaghouan,TN,,36.399996,10.146997,16911,16911,0.0,6,6,,,9.0,1159112913,POINT (10.1469966 36.3999962)
18,10,1,5.0,Admin-1 capital,Tây Ninh,,,Tay Ninh,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,Tây Ninh,VN,,11.322999,106.147,126370,126370,0.0,9,9,,,8.0,1159112935,POINT (106.1469997 11.3229991)
19,10,1,5.0,Admin-1 capital,Luan Chau,,,Luan Chau,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,Vi?n Bi,VN,,21.740004,103.343005,7335,7335,0.0,5,5,,,8.0,1159112955,POINT (103.3430047 21.740004)
20,10,1,5.0,Admin-1 capital,Bắc Kạn,,,Bac Kan,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,Ðông B?c,VN,,22.133333,105.833333,29227,29227,0.0,7,7,,,9.0,1159112975,POINT (105.8333333 22.1333333)
21,10,1,5.0,Admin-1 capital,Lạng Sơn,,,Lang Son,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,L?ng Son,VN,,21.845997,106.757002,148000,148000,0.0,9,9,,,9.0,1159112987,POINT (106.7570016 21.8459971)
22,10,1,5.0,Admin-1 capital,Sơn La,,,Son La,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,Son La,VN,,21.328002,103.910005,19054,19054,0.0,6,6,,,8.0,1159113001,POINT (103.9100047 21.3280021)
23,10,1,5.0,Admin-1 capital,Tuyên Quang,,,Tuyen Quang,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,Tuyên Quang,VN,,21.817998,105.211,36430,36430,0.0,7,7,,,9.0,1159113019,POINT (105.2109996 21.8179981)
24,10,1,5.0,Admin-1 capital,Yên Bái,,,Yen Bai,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,Yên Bái,VN,,21.705003,104.875003,96540,96540,0.0,8,8,,,8.0,1159113041,POINT (104.8750026 21.705003)
25,10,1,5.0,Admin-1 capital,Hai Duong,,,Hai Duong,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,H?i Duong,VN,,20.942001,106.331005,58030,58030,0.0,8,8,,,9.0,1159113057,POINT (106.3310046 20.9420011)
26,10,1,5.0,Admin-1 capital,Thái Bình,,,Thai Binh,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,ThMi Bmnh,VN,,20.450304,106.33303,210000,210000,0.0,10,10,,,8.0,1159113073,POINT (106.3330296 20.4503041)
27,10,1,5.0,Admin-1 capital,Tuy Hòa,,,Tuy Hoa,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,Phú Yên,VN,,13.082004,109.315999,69596,69596,0.0,8,8,,,7.0,1159113089,POINT (109.3159987 13.082004)
28,10,1,5.0,Admin-1 capital,Thu Dau Mot,,,Thu Dau Mot,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,Bình Duong,VN,,10.969074,106.652746,244277,244277,0.0,10,10,,,9.0,1159113099,POINT (106.6527455 10.9690741)
29,10,1,5.0,Admin-1 capital,Đông Hà,,,Dong Ha,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,Qu?ng Tr?,VN,,16.849998,107.133301,17662,17662,0.0,6,6,,,9.0,1159113119,POINT (107.1333007 16.8499981)
30,10,1,5.0,Admin-1 capital,Cao Lãnh,,,Cao Lanh,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,Ð?ng Tháp,VN,,10.467,105.635998,149837,149837,0.0,9,9,,,9.0,1159113135,POINT (105.6359976 10.4670001)
31,10,1,5.0,Admin-1 capital,Truc Giang,,,Truc Giang,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,B?n Tre,VN,,10.234998,106.374997,59442,59442,0.0,8,8,,,8.0,1159113149,POINT (106.3749966 10.234998)
32,10,1,5.0,Admin-1 capital,Tra Vinh,,,Tra Vinh,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,TrM Vinh,VN,,9.934002,106.334002,131360,131360,0.0,9,9,,,8.0,1159113161,POINT (106.3340017 9.9340021)
33,10,1,5.0,Admin-1 capital,Vĩnh Long,,,Vinh Long,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,Vinh Long,VN,,10.256004,105.964003,103314,103314,0.0,9,9,,,9.0,1159113175,POINT (105.9640026 10.256004)
34,10,1,5.0,Admin-1 capital,Cao Bằng,,,Cao Bang,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,Cao B?ng,VN,,22.663998,106.268005,41112,41112,0.0,7,7,,,8.0,1159113189,POINT (106.2680046 22.6639981)
35,10,1,8.0,Admin-1 capital,Yoro,,,Yoro,0,0,,0,0,Honduras,HND,Honduras,HND,Yoro,HN,,15.059997,-87.290001,15774,15774,0.0,6,6,,,9.0,1159113205,POINT (-87.12850166584191 15.129829181166658)
36,10,1,8.0,Admin-1 capital,La Esperanza,,,La Esperanza,0,0,,0,0,Honduras,HND,Honduras,HND,Intibucá,HN,,14.333004,-88.1667,5318,5318,0.0,5,5,,,9.0,1159113221,POINT (-88.1666995 14.3330041)
37,10,1,8.0,Admin-1 capital,La Paz,,,La Paz,0,0,,0,0,Honduras,HND,Honduras,HND,La Paz,HN,,14.319999,-87.684003,17555,17555,0.0,6,6,,,9.0,1159113237,POINT (-87.6840026 14.319999)
38,10,1,8.0,Admin-1 capital,Santa Bárbara,,,Santa Barbara,0,0,,0,0,Honduras,HND,Honduras,HND,Santa Bárbara,HN,,14.919003,-88.236,15119,15119,0.0,6,6,,,9.0,1159113253,POINT (-88.2359996 14.919003)
39,10,1,8.0,Admin-1 capital,Gracias,,,Gracias,0,0,,0,0,Honduras,HND,Honduras,HND,Lempira,HN,,14.583303,-88.583301,7909,7909,0.0,5,5,,,9.0,1159113269,POINT (-88.5833005 14.5833031)
40,10,1,8.0,Admin-1 capital,Nueva Ocotepeque,,,Nueva Ocotepeque,0,0,,0,0,Honduras,HND,Honduras,HND,Ocotepeque,HN,,14.436999,-89.181999,8780,8780,0.0,5,5,,,9.0,1159113283,POINT (-89.1819985 14.4369991)
41,10,1,8.0,Admin-1 capital,Yuscarán,,,Yuscaran,0,0,,0,0,Honduras,HND,Honduras,HND,El Paraíso,HN,,13.943997,-86.850999,2371,2371,0.0,4,4,,,9.0,1159113299,POINT (-86.8509985 13.943997)
42,10,1,8.0,Admin-1 capital,Jérémie,,,Jeremie,0,0,,0,0,Haiti,HTI,Haiti,HTI,Grand'Anse,HT,,18.633935,-74.118425,30917,30917,0.0,7,7,,,7.0,1159113315,POINT (-74.1184253 18.6339347)
43,10,1,8.0,Admin-1 capital,Port-De-Paix,,,Port-De-Paix,0,0,,0,0,Haiti,HTI,Haiti,HTI,Nord-Ouest,HT,,19.93176,-72.829485,34657,34657,0.0,7,7,,,7.0,1159113331,POINT (-72.8294845 19.9317601)
44,10,1,8.0,Admin-1 capital,Hinche,,,Hinche,0,0,,0,0,Haiti,HTI,Haiti,HTI,Centre,HT,,19.143,-72.003996,18590,18590,0.0,6,6,,,9.0,1159113347,POINT (-72.0039956 19.1430001)
45,10,1,8.0,Admin-1 capital,Fort-Liberté,,,Fort-Liberte,0,0,,0,0,Haiti,HTI,Haiti,HTI,Nord-Est,HT,,19.665567,-71.84484,11465,11465,0.0,6,6,,,9.0,1159113361,POINT (-71.8448395 19.665567)
46,10,1,8.0,Admin-1 capital,Jacmel,,,Jacmel,0,0,,0,0,Haiti,HTI,Haiti,HTI,Sud-Est,HT,,18.234999,-72.537003,33563,33563,0.0,7,7,,,7.0,1159113371,POINT (-72.5370026 18.234999)
47,10,1,5.0,Admin-1 capital,Kırklareli,,,Kirklareli,0,0,,0,0,Turkey,TUR,Turkey,TUR,Kirklareli,TR,,41.742999,27.226,58223,58223,0.0,8,8,,,7.0,1159113387,POINT (27.2259996 41.7429992)
48,10,1,5.0,Admin-1 capital,Bilecik,,,Bilecik,0,0,,0,0,Turkey,TUR,Turkey,TUR,Bilecik,TR,,40.149999,29.982997,40285,40285,0.0,7,7,,,7.0,1159113409,POINT (29.9829966 40.149999)
49,10,1,5.0,Admin-1 capital,Sakarya,,,Sakarya,0,0,,0,0,Turkey,TUR,Turkey,TUR,Sakarya,TR,,40.766661,30.400003,286787,286787,0.0,10,10,,,7.0,1159113425,POINT (30.4000025 40.7666611)
50,10,1,5.0,Admin-1 capital,Kastamonu,,,Kastamonu,0,0,,0,0,Turkey,TUR,Turkey,TUR,Kastamonu,TR,,41.389002,33.783004,70402,70402,0.0,8,8,,,7.0,1159113441,POINT (33.7830035 41.3890022)
51,10,1,5.0,Admin-1 capital,Burdur,,,Burdur,0,0,,0,0,Turkey,TUR,Turkey,TUR,Burdur,TR,,37.71666,30.283336,66158,66158,0.0,8,8,,,7.0,1159113457,POINT (30.2833355 37.7166601)
52,10,1,5.0,Admin-1 capital,Kırşehir,,,Kirsehir,0,0,,0,0,Turkey,TUR,Turkey,TUR,Kirsehir,TR,,39.141999,34.171003,94336,94336,0.0,8,8,,,7.0,1159113471,POINT (34.1710026 39.1419992)
53,10,1,5.0,Admin-1 capital,Nevşehir,,,Nevsehir,0,0,,0,0,Turkey,TUR,Turkey,TUR,Nevsehir,TR,,38.624004,34.723999,75527,75527,0.0,8,8,,,7.0,1159113485,POINT (34.7239985 38.624004)
54,10,1,5.0,Admin-1 capital,Antakya,,Antioch,Antakya,0,0,,0,0,Turkey,TUR,Turkey,TUR,Hatay,TR,,36.233334,36.116677,154803,154803,0.0,9,9,,,9.0,1159113499,POINT (36.1166766 36.2333341)
55,10,1,5.0,Admin-1 capital,Giresun,,,Giresun,0,0,,0,0,Turkey,TUR,Turkey,TUR,Giresun,TR,,40.913001,38.390005,98864,98864,0.0,8,8,,,7.0,1159113515,POINT (38.3900045 40.9130011)
56,10,1,5.0,Admin-1 capital,Sinop,,,Sinop,0,0,,0,0,Turkey,TUR,Turkey,TUR,Sinop,TR,,42.022998,35.153002,34834,34834,0.0,7,7,,,6.1,1159113529,POINT (35.1530015 42.022998)
57,10,1,5.0,Admin-1 capital,Tokat,,,Tokat,0,0,,0,0,Turkey,TUR,Turkey,TUR,Tokat,TR,,40.305996,36.563005,129702,129702,0.0,9,9,,,6.0,1159113547,POINT (36.5630045 40.3059962)
58,10,1,5.0,Admin-1 capital,Artvin,,Coruh,Artvin,0,0,,0,0,Turkey,TUR,Turkey,TUR,Artvin,TR,,41.183001,41.817997,32272,23527,0.0,7,7,,,7.0,1159113561,POINT (41.8179965 41.1830011)
59,10,1,5.0,Admin-1 capital,Bingöl,,,Bingol,0,0,,0,0,Turkey,TUR,Turkey,TUR,Bingöl,TR,,38.885004,40.498003,80568,80568,0.0,8,8,,,7.0,1159113575,POINT (40.4980026 38.885004)
60,10,1,5.0,Admin-1 capital,Bitlis,,,Bitlis,0,0,,0,0,Turkey,TUR,Turkey,TUR,Bitlis,TR,,38.394,42.122998,62811,43109,0.0,8,7,,,7.0,1159113589,POINT (42.1229976 38.3940001)
61,10,1,5.0,Admin-1 capital,Kalangala,,,Kalangala,0,0,,0,0,Uganda,UGA,Uganda,UGA,Kalangala,UG,,-0.308889,32.225,5200,5200,0.0,5,5,,,7.0,1159113605,POINT (32.225 -0.3088889)
62,10,1,5.0,Admin-1 capital,Çankırı,,,Cankiri,0,0,,0,0,Turkey,TUR,Turkey,TUR,Çankiri,TR,,40.607001,33.621004,71379,71379,0.0,8,8,,,7.0,1159113633,POINT (33.6210036 40.607001)
63,10,1,5.0,Admin-1 capital,Niğde,,,Nigde,0,0,,0,0,Turkey,TUR,Turkey,TUR,Nigde,TR,,37.976004,34.694002,91039,91039,0.0,8,8,,,7.0,1159113643,POINT (34.6940016 37.9760041)
64,10,1,5.0,Admin-1 capital,Yozgat,,,Yozgat,0,0,,0,0,Turkey,TUR,Turkey,TUR,Yozgat,TR,,39.817998,34.814998,87881,87881,0.0,8,8,,,7.0,1159113661,POINT (34.8149975 39.8179981)
65,10,1,5.0,Admin-1 capital,Gümüşhane,,,Gumushane,0,0,,0,0,Turkey,TUR,Turkey,TUR,Gümüshane,TR,,40.464,39.484,32250,32250,0.0,7,7,,,7.0,1159113677,POINT (39.4839996 40.4640001)
66,10,1,5.0,Admin-1 capital,Siirt,,,Siirt,0,0,,0,0,Turkey,TUR,Turkey,TUR,Siirt,TR,,37.944,41.932999,114034,114034,0.0,9,9,,,7.0,1159113695,POINT (41.9329986 37.9440001)
67,10,1,5.0,Admin-1 capital,Tunceli,,,Tunceli,0,0,,0,0,Turkey,TUR,Turkey,TUR,Tunceli,TR,,39.1167,39.533302,29062,29062,0.0,7,7,,,7.0,1159113711,POINT (39.5333015 39.1167)
68,10,1,5.0,Admin-1 capital,Kumi,,,Kumi,0,0,,0,0,Uganda,UGA,Uganda,UGA,Kumi,UG,,1.460833,33.936111,13000,13000,0.0,6,6,,,7.0,1159113727,POINT (33.9361111 1.4608333)
69,10,1,5.0,Admin-1 capital,Kaberamaido,,,Kaberamaido,0,0,,0,0,Uganda,UGA,Uganda,UGA,Kaberamaido,UG,,1.738889,33.159444,3400,3400,0.0,4,4,,,9.0,1159113745,POINT (33.1594444 1.7388889)
70,10,1,5.0,Admin-1 capital,Kayunga,,,Kayunga,0,0,,0,0,Uganda,UGA,Uganda,UGA,Kayunga,UG,,0.7025,32.888611,21704,21704,0.0,7,7,,,9.0,1159113757,POINT (32.8886111 0.7025)
71,10,1,5.0,Admin-1 capital,Iganga,,,Iganga,0,0,,0,0,Uganda,UGA,Uganda,UGA,Iganga,UG,,0.609167,33.468611,45024,45024,0.0,7,7,,,9.0,1159113777,POINT (33.4686111 0.6091667)
72,10,1,5.0,Admin-1 capital,Kamuli,,,Kamuli,0,0,,0,0,Uganda,UGA,Uganda,UGA,Kamuli,UG,,0.947222,33.119722,12764,12764,0.0,6,6,,,7.0,1159113795,POINT (33.1197222 0.9472222)
73,10,1,5.0,Admin-1 capital,Pallisa,,,Pallisa,0,0,,0,0,Uganda,UGA,Uganda,UGA,Pallisa,UG,,1.145,33.709444,30745,30745,0.0,7,7,,,9.0,1159113815,POINT (33.7094444 1.145)
74,10,1,5.0,Admin-1 capital,Mpigi,,,Mpigi,0,0,,0,0,Uganda,UGA,Uganda,UGA,Mpigi,UG,,0.225,32.313611,11082,11082,0.0,6,6,,,9.0,1159113835,POINT (32.3136111 0.225)
75,10,1,5.0,Admin-1 capital,Adjumani,,,Adjumani,0,0,,0,0,Uganda,UGA,Uganda,UGA,Adjumani,UG,,3.361389,31.809722,34700,34700,0.0,7,7,,,9.0,1159113855,POINT (31.8097222 3.3613889)
76,10,1,5.0,Admin-1 capital,Nebbi,,,Nebbi,0,0,,0,0,Uganda,UGA,Uganda,UGA,Nebbi,UG,,2.475833,31.1025,30354,30354,0.0,7,7,,,7.0,1159113869,POINT (31.1025 2.4758333)
77,10,1,5.0,Admin-1 capital,Kiboga,,,Kiboga,0,0,,0,0,Uganda,UGA,Uganda,UGA,Kiboga,UG,,0.916111,31.774167,14512,14512,0.0,6,6,,,7.0,1159113887,POINT (31.7741667 0.9161111)
78,10,1,5.0,Admin-1 capital,Nakasongola,,,Nakasongola,0,0,,0,0,Uganda,UGA,Uganda,UGA,Nakasongola,UG,,1.308889,32.456389,6921,6921,0.0,5,5,,,7.0,1159113905,POINT (32.4563889 1.3088889)
79,10,1,5.0,Admin-1 region capital,Bombo,,,Bombo,0,0,,0,0,Uganda,UGA,Uganda,UGA,Bamunanika,UG,,0.583299,32.5333,75000,21000,0.0,8,7,,,7.0,1159113923,POINT (32.5332995 0.5832991)
80,10,1,5.0,Admin-1 capital,Masindi,,,Masindi,0,0,,0,0,Uganda,UGA,Uganda,UGA,Masindi,UG,,1.674444,31.715,31486,31486,0.0,7,7,,,7.0,1159113945,POINT (31.715 1.6744444)
81,10,1,5.0,Admin-1 region capital,Fort Portal,,,Fort Portal,0,0,,0,0,Uganda,UGA,Uganda,UGA,Kabarole,UG,,0.671004,30.275002,42670,42670,0.0,7,7,,,7.0,1159113959,POINT (30.2750016 0.6710041)
82,10,1,5.0,Admin-1 capital,Kibale,,,Kibale,0,0,,0,0,Uganda,UGA,Uganda,UGA,Kibale,UG,,0.8,31.066667,5200,5200,0.0,5,5,,,9.0,1159113985,POINT (31.0666667 0.8)
83,10,1,5.0,Admin-1 capital,Sironko,,,Sironko,0,0,,0,0,Uganda,UGA,Uganda,UGA,Budadiri,UG,,1.25,34.3,14100,14100,0.0,6,6,,,9.0,1159114003,POINT (34.3 1.25)
84,10,1,5.0,Admin-1 capital,Busia,,,Busia,0,0,,0,0,Uganda,UGA,Uganda,UGA,Busia,UG,,0.454444,34.075833,47100,47100,0.0,7,7,,,8.0,1159114009,POINT (34.0758333 0.4544444)
85,10,1,5.0,Admin-1 capital,Katakwi,,,Katakwi,0,0,,0,0,Uganda,UGA,Uganda,UGA,Usuk,UG,,1.891111,33.966111,8400,8400,0.0,5,5,,,9.0,1159114039,POINT (33.9661111 1.8911111)
86,10,1,6.0,Admin-1 capital,Veszprém,,,Veszprem,0,0,,0,0,Hungary,HUN,Hungary,HUN,Veszprém,HU,,47.090997,17.911,62023,62023,0.0,8,8,,,8.0,1159114055,POINT (17.9109996 47.0909971)
87,10,1,6.0,Admin-1 capital,Zalaegerszeg,,,Zalaegerszeg,0,0,,0,0,Hungary,HUN,Hungary,HUN,Zala,HU,,46.844001,16.84,61898,61898,0.0,8,8,,,7.0,1159114075,POINT (16.8399996 46.844001)
88,10,1,6.0,Admin-1 capital,Tatabánya,,,Tatabanya,0,0,,0,0,Hungary,HUN,Hungary,HUN,Komárom-Esztergom,HU,,47.549997,18.433,70541,70541,0.0,8,8,,,9.0,1159114091,POINT (18.4329996 47.5499972)
89,10,1,6.0,Admin-1 capital,Szekszárd,,,Szekszard,0,0,,0,0,Hungary,HUN,Hungary,HUN,Tolna,HU,,46.343997,18.712999,34174,34174,0.0,7,7,,,8.0,1159114109,POINT (18.7129986 46.3439971)
90,10,1,6.0,Admin-1 capital,Salgótarján,,,Salgotarjan,0,0,,0,0,Hungary,HUN,Hungary,HUN,Nógrád,HU,,48.105,19.826002,39640,39640,0.0,7,7,,,8.0,1159114123,POINT (19.8260016 48.1050001)
91,10,1,6.0,Admin-1 capital,Békéscsaba,,,Bekescsaba,0,0,,0,0,Hungary,HUN,Hungary,HUN,Békés,HU,,46.672002,21.101005,65206,65206,0.0,8,8,,,8.0,1159114145,POINT (21.1010046 46.6720021)
92,10,1,6.0,Admin-1 capital,Eger,,,Eger,0,0,,0,0,Hungary,HUN,Hungary,HUN,Heves,HU,,47.895003,20.383003,56647,56647,0.0,8,8,,,7.7,1159114165,POINT (20.3830026 47.8950031)
93,10,1,5.0,Admin-1 capital,Ntungamo,,,Ntungamo,0,0,,0,0,Uganda,UGA,Uganda,UGA,Ntungamo,UG,,-0.879444,30.264167,16400,16400,0.0,6,6,,,7.0,1159114181,POINT (30.2641667 -0.8794444)
94,10,1,5.0,Admin-1 capital,Kisoro,,,Kisoro,0,0,,0,0,Uganda,UGA,Uganda,UGA,Kisoro,UG,,-1.353889,29.698333,12900,12900,0.0,6,6,,,9.0,1159114209,POINT (29.6983333 -1.3538889)
95,10,1,0.0,Admin-1 capital,Gikongoro,,,Gikongoro,0,0,,0,0,Rwanda,RWA,Rwanda,RWA,Southern,RW,,-2.483298,29.566702,15000,15000,0.0,6,6,,,9.0,1159114227,POINT (29.5667016 -2.4832979)
96,10,1,0.0,Admin-1 capital,Kibuye,,,Kibuye,0,0,,0,0,Rwanda,RWA,Rwanda,RWA,Western,RW,,-2.050002,29.35,48024,48024,0.0,7,7,,,8.0,1159114229,POINT (29.3499996 -2.050002)
97,10,1,0.0,Admin-1 capital,Kibungo,,,Kibungo,0,0,,0,0,Rwanda,RWA,Rwanda,RWA,Eastern,RW,,-2.166696,30.533302,46240,46240,0.0,7,7,,,9.0,1159114247,POINT (30.5333016 -2.1666959)
98,10,1,6.0,Admin-1 capital,Târgu Jiu,,,Targu Jiu,0,0,,0,0,Romania,ROU,Romania,ROU,Gorj,RO,,45.045,23.274001,97179,97179,0.0,8,8,,,6.7,1159114265,POINT (23.2740006 45.045)
99,10,1,6.0,Admin-1 capital,Slatina,,,Slatina,0,0,,0,0,Romania,ROU,Romania,ROU,Olt,RO,,44.434998,24.371002,78988,78988,0.0,8,8,,,8.0,1159114283,POINT (24.3710016 44.4349981)
100,10,1,6.0,Admin-1 capital,Alexandria,,,Alexandria,0,0,,0,0,Romania,ROU,Romania,ROU,Teleorman,RO,,43.901631,25.286707,49346,49346,0.0,7,7,,,9.0,1159114301,POINT (25.329884897537326 43.97437013604364)
101,10,1,6.0,Admin-1 capital,Târgoviște,,,Targoviste,0,0,,0,0,Romania,ROU,Romania,ROU,Dâmbovita,RO,,44.937999,25.459003,88435,88435,0.0,8,8,,,9.0,1159114313,POINT (25.4590025 44.9379991)
102,10,1,6.0,Admin-1 capital,Giurgiu,,,Giurgiu,0,0,,0,0,Romania,ROU,Romania,ROU,Giurgiu,RO,,43.929999,25.84,69067,69067,0.0,8,8,,,9.0,1159114333,POINT (25.96632527518501 43.90180698686904)
103,10,1,6.0,Admin-1 capital,Slobozia,,,Slobozia,0,0,,0,0,Romania,ROU,Romania,ROU,Ialomita,RO,,44.569998,27.381997,52693,52693,0.0,8,8,,,8.0,1159114405,POINT (27.3819966 44.5699981)
104,10,1,6.0,Admin-1 capital,Dar'a,,,Dar'a,0,0,,0,0,Syria,SYR,Syria,SYR,Dar`a,SY,,32.625,36.105004,146481,97969,0.0,9,8,,,8.0,1159114421,POINT (36.1050035 32.6250001)
105,10,1,7.0,Admin-1 capital,Delémont,,,Delemont,0,0,,0,0,Switzerland,CHE,Switzerland,CHE,Jura,CH,,47.369997,7.345,11315,11315,0.0,6,6,,,8.0,1159114441,POINT (7.3449995 47.3699971)
106,10,1,7.0,Admin-1 capital,Neuchâtel,,,Neuchatel,0,0,,0,0,Switzerland,CHE,Switzerland,CHE,Neuchâtel,CH,,46.998999,6.922999,31270,31270,0.0,7,7,,,9.0,1159114457,POINT (6.9229986 46.9989991)
107,10,1,7.0,Admin-1 capital,Aarau,,,Aarau,0,0,,0,0,Switzerland,CHE,Switzerland,CHE,Aargau,CH,,47.390004,8.034004,15501,15501,0.0,6,6,,,8.0,1159114477,POINT (8.0340036 47.3900041)
108,10,1,7.0,Admin-1 capital,Stans,,,Stans,0,0,,0,0,Switzerland,CHE,Switzerland,CHE,Nidwalden,CH,,46.950003,8.383303,7475,7475,0.0,5,5,,,9.0,1159114501,POINT (8.3833025 46.9500031)
109,10,1,7.0,Admin-1 capital,Sion,,,Sion,0,0,,0,0,Switzerland,CHE,Switzerland,CHE,Valais,CH,,46.239003,7.354,28045,28045,0.0,7,7,,,8.0,1159114521,POINT (7.3539995 46.239003)
110,10,1,7.0,Admin-1 capital,Herisau,,,Herisau,0,0,,0,0,Switzerland,CHE,Switzerland,CHE,Appenzell Ausserrhoden,CH,,47.383299,9.283303,15438,15438,0.0,6,6,,,9.0,1159114539,POINT (9.2833025 47.383299)
111,10,1,7.0,Admin-1 capital,Saint Gallen,,,Saint Gallen,0,0,,0,0,Switzerland,CHE,Switzerland,CHE,Sankt Gallen,CH,,47.422998,9.361999,70572,70572,0.0,8,8,,,9.0,1159114557,POINT (9.3619986 47.4229981)
